2022-01-07,R,Transfer,Casa,> Contanti,400.0,EUR,Trasferimento,Trasferimento,Trasferimento da Casa a Contanti
2022-03-05,R,Transfer,Casa,> Contanti,20.0,EUR,Trasferimento,Trasferimento,Trasferimento da Casa a Contanti
2022-03-06,R,Transfer,Casa,> Contanti,450.0,EUR,Trasferimento,Trasferimento,Trasferimento da Casa a Contanti
2022-04-13,R,Transfer,Casa,> Contanti,100.0,EUR,Trasferimento,Trasferimento,Trasferimento da Casa a Contanti
2022-04-19,R,Transfer,Casa,> Contanti,250.0,EUR,Trasferimento,Trasferimento,Trasferimento da Casa a Contanti
2022-05-21,R,Transfer,Casa,> Contanti,20.0,EUR,Trasferimento,Trasferimento,Trasferimento da Casa a Contanti
2022-06-05,R,Transfer,Casa,> Contanti,100.0,EUR,Trasferimento,Trasferimento,Trasferimento da Casa a Contanti
2022-07-16,R,Transfer,Casa,> Contanti,10.0,EUR,Trasferimento,Trasferimento,Trasferimento da Casa a Contanti
2022-07-28,R,Transfer,Casa,> Contanti,20.0,EUR,Trasferimento,Trasferimento,Trasferimento da Casa a Contanti
2022-07-29,R,Transfer,Casa,> Revolut,68.0,EUR,Trasferimento,Trasferimento,Trasferimento da Casa a Revolut
